Timestamp,EngineType,QueryCount,QueryType,AverageExecutionTime,TotalExecutionTime,HeapMemoryUsed,HeapMemoryDelta,NonHeapMemoryUsed,SuccessRate
2024-11-05T12:31:53.5739435,BPlusTreeEngine,120000,RANGE_SELECT,0.13,1969.07,226097280,-1126132640,9101136,100.00
2024-11-05T12:31:53.5739435,BPlusTreeEngine,120000,EQUALS_SELECT,0.04,623.55,226097280,-469755704,9101136,100.00
2024-11-05T12:31:53.5739435,BPlusTreeEngine,120000,RANGE_UPDATE,0.35,5325.95,226097280,1873393224,9101136,100.00
2024-11-05T12:31:53.5739435,BPlusTreeEngine,120000,EQUALS_UPDATE,0.14,2115.59,226097280,-138353248,9101136,100.00
2024-11-05T12:31:55.6660282,BPlusTreeEngine,130000,INSERT,0.01,128.14,310273248,88080384,9102792,100.00
2024-11-05T12:31:55.6660282,BPlusTreeEngine,130000,SIMPLE_SELECT,0.25,4090.64,310273248,-1113574536,9102792,100.00
2024-11-05T12:31:55.6660282,BPlusTreeEngine,130000,UPDATE,0.01,91.70,310273248,29360128,9102792,100.00
2024-11-05T12:31:55.6660282,BPlusTreeEngine,130000,DELETE,0.00,73.99,310273248,20971520,9102792,100.00
2024-11-05T12:31:55.6660282,BPlusTreeEngine,130000,RANGE_SELECT,0.14,2253.00,310273248,-635399072,9102792,100.00
2024-11-05T12:31:55.6660282,BPlusTreeEngine,130000,EQUALS_SELECT,0.04,716.03,310273248,-364898104,9102792,100.00
2024-11-05T12:31:55.6660282,BPlusTreeEngine,130000,RANGE_UPDATE,0.37,6091.38,310273248,1957535680,9102792,100.00
2024-11-05T12:31:55.6660282,BPlusTreeEngine,130000,EQUALS_UPDATE,0.16,2492.26,310273248,29418912,9102792,100.00
2024-11-05T12:31:57.8520654,BPlusTreeEngine,140000,INSERT,0.01,138.14,143392040,96468992,9107528,100.00
2024-11-05T12:31:57.8520654,BPlusTreeEngine,140000,SIMPLE_SELECT,0.27,4651.87,143392040,-1532381872,9107528,100.00
2024-11-05T12:31:57.8520654,BPlusTreeEngine,140000,UPDATE,0.01,99.16,143392040,33554432,9107528,100.00
2024-11-05T12:31:57.8520654,BPlusTreeEngine,140000,DELETE,0.00,80.39,143392040,25165824,9107528,100.00
2024-11-05T12:31:57.8520654,BPlusTreeEngine,140000,RANGE_SELECT,0.14,2515.44,143392040,-723306088,9107528,100.00
2024-11-05T12:31:57.8520654,BPlusTreeEngine,140000,EQUALS_SELECT,0.05,809.81,143392040,-616563456,9107528,100.00
2024-11-05T12:31:57.8520654,BPlusTreeEngine,140000,RANGE_UPDATE,0.40,6945.44,143392040,2372873408,9107528,100.00
2024-11-05T12:31:57.8520654,BPlusTreeEngine,140000,EQUALS_UPDATE,0.17,2881.31,143392040,188802464,9107528,100.00
2024-11-05T12:32:00.4892492,BPlusTreeEngine,150000,INSERT,0.01,148.63,207808272,100663296,9118816,100.00
2024-11-05T12:32:00.4892492,BPlusTreeEngine,150000,SIMPLE_SELECT,0.29,5295.64,207808272,-1381119488,9118816,100.00
2024-11-05T12:32:00.4892492,BPlusTreeEngine,150000,UPDATE,0.01,106.57,207808272,33554432,9118816,100.00
2024-11-05T12:32:00.4892492,BPlusTreeEngine,150000,DELETE,0.00,86.96,207808272,25165824,9118816,100.00
2024-11-05T12:32:00.4892492,BPlusTreeEngine,150000,RANGE_SELECT,0.15,2839.56,207808272,-182240872,9118816,100.00
2024-11-05T12:32:00.4892492,BPlusTreeEngine,150000,EQUALS_SELECT,0.05,919.79,207808272,-788569088,9118816,100.00
2024-11-05T12:32:00.4892492,BPlusTreeEngine,150000,RANGE_UPDATE,0.42,7989.63,207808272,2046903400,9118816,100.00
2024-11-05T12:32:00.4892492,BPlusTreeEngine,150000,EQUALS_UPDATE,0.18,3371.14,207808272,54672432,9118816,100.00
2024-11-05T12:32:03.0239169,BPlusTreeEngine,160000,INSERT,0.01,159.09,232637728,117440512,9118816,100.00
2024-11-05T12:32:03.0239169,BPlusTreeEngine,160000,SIMPLE_SELECT,0.30,5940.40,232637728,-537856360,9118816,100.00
2024-11-05T12:32:03.0239169,BPlusTreeEngine,160000,UPDATE,0.01,114.88,232637728,37748736,9118816,100.00
2024-11-05T12:32:03.0239169,BPlusTreeEngine,160000,DELETE,0.00,94.29,232637728,33554432,9118816,100.00
2024-11-05T12:32:03.0239169,BPlusTreeEngine,160000,RANGE_SELECT,0.16,3195.46,232637728,-540245392,9118816,100.00
2024-11-05T12:32:03.0239169,BPlusTreeEngine,160000,EQUALS_SELECT,0.05,1027.95,232637728,-1011349168,9118816,100.00
2024-11-05T12:32:03.0239169,BPlusTreeEngine,160000,RANGE_UPDATE,0.44,8930.12,232637728,1641482168,9118816,100.00
2024-11-05T12:32:03.0239169,BPlusTreeEngine,160000,EQUALS_UPDATE,0.20,3829.40,232637728,193084464,9118816,100.00
2024-11-05T12:32:05.4096819,BPlusTreeEngine,170000,INSERT,0.01,169.37,279306288,121634816,9126680,100.00
2024-11-05T12:32:05.4096819,BPlusTreeEngine,170000,SIMPLE_SELECT,0.31,6557.94,279306288,-248604984,9126680,100.00
2024-11-05T12:32:05.4096819,BPlusTreeEngine,170000,UPDATE,0.01,122.28,279306288,37748736,9126680,100.00
2024-11-05T12:32:05.4096819,BPlusTreeEngine,170000,DELETE,0.00,100.71,279306288,41943040,9126680,100.00
